Player,Shot,Type,Stroke,Spin,Speed (MPH),2,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time,New Points
Opponent,8,in_play,Backhand,Slice,25.688669,194,0,0,short,deuce,near,0.67334,8.375,deep,ad,far,1.898438,21.677538,2.783203,down the line,In,false,20:14:08,5132.169922,193
Lenn Luemkemann,9,in_play,Overhead,Flat,60.005142,194,0,0,deep,deuce,far,-2.06182,18.32777,short,deuce,near,0.67334,7.849753,2.369141,---,In,false,20:14:10,5133.950195,193
Opponent,10,in_play,Forehand,Topspin,70.77076,194,0,0,out,deuce,far,-3.601562,23.898584,out,deuce,far,-3.597656,26.490038,1.489258,cross court,Net,false,20:14:11,5135.129883,193
Lenn Luemkemann,1,second_serve,Serve,Kick,99.073555,196,0,0,short,deuce,far,-0.125439,18.282429,deep,deuce,near,-0.022568,-0.201381,2.189453,down the T,In,false,20:15:55,5238.799805,195
Opponent,2,second_return,Backhand,Topspin,34.735512,196,0,0,deep,deuce,near,4.081961,5.241831,deep,deuce,far,-2.335938,24.052538,1.544922,inside out,In,false,20:15:55,5239.399902,195
Lenn Luemkemann,3,serve_plus_one,Forehand,Topspin,63.256142,196,0,0,deep,deuce,far,-0.790636,23.539778,deep,deuce,near,3.6875,1.935691,1.640625,cross court,In,false,20:15:57,5241.600098,195
Opponent,4,return_plus_one,Forehand,Topspin,59.732563,196,0,0,deep,ad,near,-1.262695,5.200098,out,deuce_alley,far,-4.371094,25.865038,0.526367,down the line,In,false,20:15:58,5242.600098,195
Lenn Luemkemann,5,in_play,Backhand,Topspin,63.41954,196,0,0,deep,deuce,far,-1.974296,18.311193,deep,ad,near,-0.129028,-0.486184,0.994141,down the line,In,false,20:16:00,5243.870117,195
Opponent,6,in_play,Forehand,Slice,38.522102,196,0,0,deep,ad,near,-0.234726,2.247446,out,deuce,far,-2.740234,25.193163,1.094727,down the line,In,false,20:16:01,5245.080078,195
Lenn Luemkemann,7,in_play,Forehand,Topspin,71.672623,196,0,0,deep,deuce,far,-2.956228,18.30402,out,ad,near,-0.167847,-1.368997,1.1875,inside in,In,false,20:16:03,5247.080078,195
Opponent,8,in_play,Forehand,Slice,44.563141,196,0,0,short,deuce,near,2.212009,6.763389,out,deuce,far,-3.791016,26.411913,1.135742,cross court,In,false,20:16:04,5248.379883,195
Lenn Luemkemann,9,in_play,Forehand,Topspin,31.439407,196,0,0,deep,ad,far,3.49546,20.72863,short,deuce,near,1.401367,8.521628,2.373047,down the line,In,false,20:16:05,5249.680176,195
Opponent,10,in_play,Backhand,Topspin,46.03503,196,0,0,short,ad,far,3.195312,17.596512,deep,ad,far,2.853516,21.927538,1.203125,cross court,Net,false,20:16:07,5251.080078,195
Lenn Luemkemann,1,first_serve,Serve,Flat,112.273186,197,0,0,deep,ad,far,3.91622,18.290476,deep,ad,near,-0.037323,0.643461,2.255859,out wide,Out,false,20:16:34,5278.620117,196
Opponent,2,first_return,Backhand,Topspin,47.100063,197,0,0,short,ad,near,-2.30778,5.865019,deep,ad,far,3.644531,24.802538,1.193359,cross court,In,false,20:16:35,5279.220215,196
Lenn Luemkemann,3,serve_plus_one,Backhand,Topspin,73.58651,197,0,0,short,ad,far,1.550934,18.268879,deep,ad,near,-3.167969,1.732566,1.03125,cross court,In,false,20:16:36,5280.689941,196
Opponent,4,return_plus_one,Backhand,Topspin,49.354816,197,0,0,deep,deuce_alley,near,4.891353,4.211814,deep,ad,far,3.125,24.896288,0.789062,down the line,Out,false,20:16:37,5281.720215,196
Lenn Luemkemann,1,first_serve,Serve,Flat,125.111473,198,0,0,short,deuce,far,-0.361857,18.21056,deep,deuce,near,0.848633,-0.079934,2.439453,down the T,In,false,20:16:59,5303.540039,197
Opponent,2,first_return,Backhand,Slice,35.846207,198,0,0,short,deuce,far,-0.410889,18.21875,deep,deuce,far,-1.025391,24.818163,1.451172,inside out,Net,false,20:17:00,5304.209961,197
Lenn Luemkemann,1,first_serve,Serve,Flat,60.883152,200,0,0,short,deuce,near,1.106445,11.851562,deep,ad,near,-0.876465,-0.361184,2.408203,down the T,Net,false,20:17:19,5323.080078,199
Lenn Luemkemann,1,second_serve,Serve,Kick,67.603279,201,0,0,short,ad,far,3.583119,18.191683,deep,ad,near,-1.136719,0.060691,2.455078,out wide,In,false,20:17:29,5333.279785,200
Opponent,2,second_return,Backhand,Topspin,62.561562,201,0,0,out,ad,near,-2.998883,-1.513317,deep,ad,far,2.949219,23.521288,1.28418,cross court,Out,false,20:17:30,5334.180176,200
Opponent,1,first_serve,Serve,Flat,126.093613,204,0,0,deep,deuce,near,0.717899,5.355833,deep,deuce,far,-0.910645,24.458788,2.439453,down the T,Out,false,20:18:12,5376.339844,203
Lenn Luemkemann,2,first_return,Backhand,Flat,47.431873,204,0,0,short,ad,far,1.303395,18.228378,out,deuce,near,0.891113,-0.665872,0.962402,inside in,In,false,20:18:13,5376.810059,203
Opponent,3,serve_plus_one,Backhand,Slice,32.961731,204,0,0,short,ad,near,-1.085889,5.540283,deep,ad,far,1.138672,22.490038,1.082031,cross court,In,false,20:18:14,5378.180176,203
Lenn Luemkemann,4,return_plus_one,Backhand,Slice,42.486191,204,0,0,deep,deuce,far,-2.190245,21.166334,short,ad,near,-2.230469,7.795065,1.09082,down the line,In,false,20:18:16,5380.180176,203
Opponent,5,in_play,Forehand,Topspin,27.178833,204,0,0,short,ad,near,-1.535156,9.539062,deep,deuce,far,-1.59375,21.615038,0.484863,down the line,In,false,20:18:17,5381.180176,203
Lenn Luemkemann,6,in_play,Overhead,Flat,100.235023,204,0,0,deep,deuce,far,-1.796534,19.166983,short,ad,near,-1.535156,9.013816,2.015625,---,In,false,20:18:18,5382.47998,203
Lenn Luemkemann,1,first_serve,Serve,Flat,121.590271,206,0,0,short,ad,far,0.777009,17.120453,deep,ad,near,-1.041016,-0.283059,2.466797,down the T,In,false,20:18:57,5421.169922,205
Opponent,2,first_return,Forehand,Topspin,45.001465,206,0,0,short,ad,near,-3.056814,8.100138,short,deuce,far,-3.447266,16.888475,4.042969,down the line,In,false,20:18:59,5423.720215,205
Lenn Luemkemann,3,serve_plus_one,Overhead,Flat,75.662285,206,0,0,deep,ad,far,1.286133,18.319061,deep,ad,near,-3.476562,2.459128,2.017578,---,In,false,20:19:01,5425.319824,205
Opponent,4,return_plus_one,Backhand,Topspin,48.429482,206,0,0,short,deuce,near,4.043922,6.794987,deep,ad,far,2.958984,23.833788,1.835938,down the line,In,false,20:19:02,5426.120117,205
Lenn Luemkemann,5,in_play,Forehand,Slice,35.102543,206,0,0,short,deuce,far,-0.561523,17.125,deep,deuce,near,3.669922,0.029441,0.55957,cross court,In,false,20:19:03,5427.720215,205
Opponent,6,in_play,Overhead,Flat,93.272331,206,0,0,short,ad,near,-1.810547,6.183594,short,deuce,far,-0.561523,18.333788,2.808594,---,In,false,20:19:05,5429.120117,205
Lenn Luemkemann,7,in_play,Backhand,Topspin,27.017979,206,0,0,short,ad,near,-3.4375,5.75,deep,ad,near,-2.699219,0.115378,1.6875,cross court,Net,false,20:19:06,5429.810059,205
Lenn Luemkemann,1,first_serve,Serve,Flat,120.457039,207,0,0,deep,deuce,far,-1.264018,19.40432,deep,deuce,near,0.72998,0.084128,2.486328,down the T,Out,false,20:19:36,5459.799805,206
Opponent,2,first_return,Backhand,Topspin,49.057583,207,0,0,deep,ad,near,-1.923395,4.139709,deep,deuce,far,-1.702148,24.865038,1.375,inside in,In,false,20:19:36,5460.509766,206
Lenn Luemkemann,3,serve_plus_one,Backhand,Topspin,60.01149,207,0,0,deep,ad,far,1.65264,23.410126,out,ad,near,-2.058594,-0.556497,1.216797,cross court,In,false,20:19:38,5461.910156,206
Opponent,4,return_plus_one,Backhand,Topspin,52.507416,207,0,0,out,ad,near,-2.291984,-0.325823,deep,ad,far,2.529297,24.896288,0.693359,cross court,Out,false,20:19:39,5463.089844,206
Lenn Luemkemann,5,in_play,Backhand,Flat,53.45433,207,0,0,out,ad,far,0.346913,25.519169,out,ad,near,-2.236328,-1.603372,0.973633,cross court,Out,false,20:19:40,5464.52002,206
Opponent,1,first_serve,Serve,Flat,108.080238,210,0,0,deep,ad,near,-4.090887,5.307918,deep,ad,far,0.613281,23.396288,2.318359,out wide,Out,false,20:20:08,5491.790039,209
Lenn Luemkemann,2,first_return,Backhand,Topspin,49.930782,210,0,0,deep,deuce,far,-0.263752,19.852097,deep,ad_alley,near,-4.617188,-0.361184,1.125,down the line,In,false,20:20:08,5492.22998,209
Opponent,1,first_serve,Serve,Kick,90.066864,211,0,0,short,ad,near,-2.937041,6.376659,deep,ad,far,0.631836,23.865911,2.330078,out wide,In,false,20:20:17,5501.370117,210
Lenn Luemkemann,2,first_return,Forehand,Topspin,47.274715,211,0,0,short,ad,far,3.622281,18.159245,deep,ad,near,-3.357422,-0.173684,1.521484,inside out,In,false,20:20:18,5502.080078,210
Opponent,3,serve_plus_one,Backhand,Topspin,66.938965,211,0,0,deep,ad,near,-1.018555,4.589844,deep,ad,far,3.919922,24.755663,1.302734,cross court,In,false,20:20:19,5503.509766,210
Lenn Luemkemann,4,return_plus_one,Backhand,Slice,44.298214,211,0,0,deep,ad,far,0.409717,20.402216,out,ad,near,-2.4375,-0.993997,0.79248,cross court,In,false,20:20:20,5504.709961,210
Opponent,5,in_play,Forehand,Topspin,61.232552,211,0,0,deep,deuce,near,2.832236,1.449312,deep,ad,far,0.45874,23.802538,0.867188,inside in,In,false,20:20:22,5506.290039,210
Lenn Luemkemann,6,in_play,Forehand,Topspin,50.890747,211,0,0,deep,ad,far,1.735897,19.800907,out,deuce,near,2.503906,-2.306497,1.070312,down the line,In,false,20:20:23,5507.459961,210
Opponent,7,in_play,Backhand,Topspin,64.880486,211,0,0,deep,deuce,near,3.645392,1.341693,deep,ad,far,0.979004,23.177538,1.333984,down the line,In,false,20:20:25,5508.97998,210
Lenn Luemkemann,8,in_play,Forehand,Topspin,43.465836,211,0,0,short,deuce,near,2.535156,7.648438,out,deuce,near,3.720703,-2.28306,1.464844,cross court,Net,false,20:20:26,5510.140137,210
Opponent,1,second_serve,Serve,Flat,103.576897,212,0,0,deep,ad,near,-1.948749,5.107214,deep,ad,far,0.978027,22.740038,2.369141,down the T,Out,false,20:20:31,5514.850098,211
Lenn Luemkemann,2,second_return,Forehand,Topspin,46.25127,212,0,0,short,ad,far,1.846092,18.287191,out,ad,near,-3.396484,-2.579935,1.088867,inside out,In,false,20:20:31,5515.490234,211
Opponent,3,serve_plus_one,Backhand,Topspin,64.418304,212,0,0,deep,ad,near,-3.247885,5.255842,deep,ad,far,2.185547,23.474413,1.099609,cross court,In,false,20:20:33,5517.089844,211
Lenn Luemkemann,4,return_plus_one,Backhand,Slice,39.046783,212,0,0,deep,deuce,far,-3.960938,22.125,out,ad,near,-4.011719,-1.353372,0.602539,down the line,In,false,20:20:34,5518.27002,211
Opponent,5,in_play,Volley,Flat,19.052607,212,0,0,deep,deuce,far,-4.050781,22.078125,deep,deuce,far,-3.960938,23.333788,1.423828,cross court,Net,false,20:20:36,5519.870117,211
Opponent,1,first_serve,Serve,Slice,126.093613,213,0,0,short,deuce,near,3.95997,7.069859,deep,deuce,far,-0.905762,23.958788,2.314453,out wide,In,false,20:21:13,5557.700195,212
Lenn Luemkemann,2,first_return,Forehand,Topspin,42.033573,213,0,0,short,deuce,far,-0.280762,17.873339,deep,deuce_alley,near,5.089844,0.888816,1.260742,down the line,In,false,20:21:14,5558.240234,212
Opponent,3,serve_plus_one,Forehand,Topspin,62.703018,213,0,0,deep,deuce,near,3.858974,4.307948,deep,deuce,far,-1.014648,23.115038,1.053711,cross court,In,false,20:21:15,5559.700195,212
Lenn Luemkemann,1,first_serve,Serve,Flat,121.590271,214,0,0,deep,ad,far,2.710938,18.37281,deep,ad,near,-0.621094,1.310691,2.300781,out wide,Out,false,20:21:46,5590.27002,213
Opponent,2,first_return,Backhand,Slice,49.597324,214,0,0,out,ad,near,-0.092103,-0.714349,out,ad_alley,far,4.28125,26.021288,1.638672,down the line,Out,false,20:21:47,5590.870117,213
Lenn Luemkemann,0,none,Backhand,Topspin,42.150871,216,0,0,deep,ad_alley,far,4.265625,20.703125,deep,deuce,near,1.836914,-0.212747,1.171875,inside in,Out,false,20:22:52,5656.459961,215
Lenn Luemkemann,1,first_serve,Serve,Flat,55.736092,217,0,0,short,deuce,near,3.015625,5.760313,deep,ad,near,-1.000977,0.396628,2.398438,out wide,Net,false,20:23:27,5691.049805,216
Lenn Luemkemann,1,second_serve,Serve,Kick,79.418228,218,0,0,short,ad,far,0.85498,16.265625,deep,ad,near,-1.302734,0.216941,2.505859,down the T,In,false,20:23:37,5700.799805,217
Opponent,2,second_return,Forehand,Topspin,49.271843,218,0,0,deep,ad,near,-3.109822,2.721609,out,ad,far,1.857422,25.036913,1.294922,inside out,In,false,20:23:37,5701.700195,217
Lenn Luemkemann,3,serve_plus_one,Backhand,Topspin,52.817554,218,0,0,deep,ad,far,0.28296,18.82522,out,ad,near,-3.251953,-0.720559,0.938477,cross court,In,false,20:23:39,5703,217
Opponent,4,return_plus_one,Forehand,Flat,57.290215,218,0,0,deep,deuce,near,2.54963,2.497072,deep,ad,far,1.152344,24.302538,1.0625,inside in,In,false,20:23:40,5704.410156,217
Lenn Luemkemann,5,in_play,Forehand,Topspin,55.87405,218,0,0,deep,deuce,far,-1.316577,21.777723,out,deuce,near,2.318359,-1.993997,1.126953,cross court,In,false,20:23:41,5705.640137,217
Opponent,6,in_play,Forehand,Topspin,49.746609,218,0,0,short,ad,near,-1.959182,5.885819,deep,deuce,far,-2.244141,24.755663,0.898438,down the line,In,false,20:23:43,5707.009766,217
Lenn Luemkemann,7,in_play,Backhand,Flat,61.500874,218,0,0,deep,ad,far,3.280041,21.096834,deep,ad,near,-1.955078,0.349753,1.121094,cross court,In,false,20:23:44,5708.339844,217
Opponent,8,in_play,Backhand,Topspin,52.911205,218,0,0,short,ad,near,-0.233483,7.887687,out,ad,far,3.324219,25.427538,1.355469,cross court,In,false,20:23:45,5709.609863,217
Lenn Luemkemann,9,in_play,Backhand,Topspin,64.129463,218,0,0,deep,ad,far,3.266133,19.630299,deep,ad,near,-1.553711,1.631003,0.788574,cross court,In,false,20:23:47,5710.910156,217
Opponent,10,in_play,Backhand,Slice,30.36729,218,0,0,short,deuce,near,2.134766,8.242188,out,ad,far,3.458984,26.521288,2.222656,down the line,In,false,20:23:48,5712.109863,217
Lenn Luemkemann,11,in_play,Overhead,Flat,87.824547,218,0,0,deep,ad,far,3.816507,19.017225,short,deuce,near,2.134766,7.71694,2.214844,---,In,false,20:23:50,5714.109863,217
Opponent,12,in_play,Backhand,Slice,30.281773,218,0,0,short,ad,near,-1.164062,9.554688,out,ad,far,2.775391,26.333788,1.544922,cross court,In,false,20:23:51,5714.859863,217
Lenn Luemkemann,13,in_play,Overhead,Flat,82.620979,218,0,0,deep,deuce,far,-2.704798,19.622377,short,ad,near,-1.164062,9.029441,2.306641,---,In,false,20:23:52,5716.589844,217
Lenn Luemkemann,1,first_serve,Serve,Flat,120.143341,220,0,0,deep,deuce,far,-3.322091,18.948921,deep,deuce,near,0.76709,0.021628,2.609375,out wide,Out,false,20:24:39,5763.419922,219
Opponent,2,first_return,Forehand,Topspin,44.713757,220,0,0,deep,deuce,near,0.063182,1.63167,out,deuce_alley,far,-5.175781,25.740038,1.109375,down the line,In,false,20:24:40,5764.220215,219
Lenn Luemkemann,3,serve_plus_one,Forehand,Topspin,64.315338,220,0,0,deep,ad,far,2.451619,22.070955,out,deuce,near,0.160278,-1.158059,1.464844,down the line,In,false,20:24:42,5765.819824,219
Opponent,4,return_plus_one,Backhand,Topspin,56.058914,220,0,0,deep,ad,near,-2.757018,2.928864,out,ad,far,2.158203,25.380663,1.068359,cross court,In,false,20:24:43,5767.109863,219
Lenn Luemkemann,5,in_play,Backhand,Topspin,54.729694,220,0,0,deep,ad,far,0.587825,23.738735,out,ad,near,-3.048828,-0.626809,1.09668,cross court,In,false,20:24:44,5768.319824,219
Opponent,6,in_play,Forehand,Topspin,48.778484,220,0,0,deep,ad,near,-2.06794,2.959971,out,ad,far,0.779297,25.333788,0.933594,inside out,In,false,20:24:46,5769.899902,219
Lenn Luemkemann,7,in_play,Backhand,Topspin,55.698433,220,0,0,deep,ad,far,3.67201,22.037159,out,ad,near,-2.328125,-1.173684,1.177734,cross court,In,false,20:24:47,5771.299805,219
Opponent,8,in_play,Backhand,Topspin,53.098652,220,0,0,short,ad,near,-1.526891,6.544718,out,ad,far,3.509766,25.365038,1.259766,cross court,In,false,20:24:48,5772.77002,219
Lenn Luemkemann,9,in_play,Backhand,Flat,85.795746,220,0,0,deep,deuce_alley,far,-4.183392,23.299843,deep,ad,near,-2.814453,0.732566,0.952148,down the line,Out,false,20:24:50,5774.22998,219
Opponent,10,in_play,Forehand,Slice,35.056774,220,0,0,deep,deuce_out,near,5.569646,4.649141,out,deuce,far,-2.771484,25.865038,1.520508,down the line,Out,false,20:24:51,5775.330078,219
Opponent,1,first_serve,Serve,Flat,130.596954,223,0,0,deep,ad,near,-3.607383,5.377529,deep,ad,far,0.841797,23.568163,2.521484,out wide,Out,false,20:25:28,5811.939941,222
Lenn Luemkemann,2,first_return,Backhand,Topspin,53.466099,223,0,0,deep,ad,far,0.602153,23.014473,deep,ad_alley,near,-4.375,-0.048684,1.138672,down the line,In,false,20:25:28,5812.279785,222
Opponent,3,serve_plus_one,Forehand,Topspin,42.310673,223,0,0,short,ad,near,-3.588247,5.708023,deep,ad,far,0.472168,24.458788,0.147705,inside out,In,false,20:25:29,5813.470215,222
Lenn Luemkemann,4,return_plus_one,Backhand,Topspin,73.785271,223,0,0,deep,ad,far,3.109722,19.709543,deep,ad,near,-3.457031,1.435691,1.296875,cross court,In,false,20:25:31,5814.939941,222
Opponent,1,first_serve,Serve,Flat,90.066864,224,0,0,short,deuce,near,3.456063,7.234593,deep,deuce,far,-0.658203,23.958788,2.277344,out wide,In,false,20:26:02,5846.75,223
Lenn Luemkemann,2,first_return,Forehand,Topspin,48.960918,224,0,0,deep,ad,far,2.817146,21.50205,deep,deuce_alley,near,4.734375,1.279441,1.545898,down the line,In,false,20:26:03,5847.290039,223
Opponent,3,serve_plus_one,Backhand,Topspin,60.751274,224,0,0,deep,ad,near,-2.470703,2.460938,out,ad,far,1.863281,25.286913,1.436523,cross court,In,false,20:26:04,5848.720215,223
Lenn Luemkemann,4,return_plus_one,Backhand,Flat,50.800323,224,0,0,deep,ad,far,2.150716,19.152874,out,ad,near,-2.927734,-0.556497,1.041016,cross court,In,false,20:26:06,5849.950195,223
Opponent,5,in_play,Backhand,Topspin,61.410034,224,0,0,deep,ad,near,-2.218513,4.244408,deep,ad,far,2.705078,24.458788,1.275391,cross court,In,false,20:26:07,5851.589844,223
Lenn Luemkemann,6,in_play,Forehand,Topspin,61.681271,224,0,0,deep,ad,far,1.502781,20.558981,deep,ad,near,-2.570312,-0.275247,1.166016,inside out,In,false,20:26:08,5852.75,223
Opponent,7,in_play,Backhand,Flat,54.481758,224,0,0,deep,ad,near,-0.875507,3.909464,out,ad,far,2.527344,25.177538,1.192383,cross court,In,false,20:26:10,5853.950195,223
Lenn Luemkemann,8,in_play,Backhand,Flat,49.626724,224,0,0,deep,deuce_alley,far,-4.124738,20.051472,out,ad,near,-1.566406,-1.009622,1.126953,down the line,Out,false,20:26:11,5855.22998,223
Opponent,9,in_play,Forehand,Topspin,57.14962,224,0,0,deep,deuce,near,2.068467,2.102189,out,deuce,far,-3.232422,25.771288,1.262695,cross court,In,false,20:26:13,5856.859863,223
Lenn Luemkemann,10,in_play,Forehand,Topspin,58.085045,224,0,0,deep,deuce,far,-0.869266,20.631508,out,deuce,near,1.848633,-0.978372,1.03125,cross court,In,false,20:26:14,5858.060059,223
Opponent,11,in_play,Forehand,Topspin,55.433594,224,0,0,deep,ad,near,-3.206804,1.589869,deep,deuce,far,-1.369141,24.208788,1.078125,down the line,In,false,20:26:15,5859.399902,223
Lenn Luemkemann,12,in_play,Backhand,Flat,58.481125,224,0,0,deep,ad,far,2.036296,22.556789,out,ad,near,-2.904297,-2.197122,1.201172,cross court,In,false,20:26:17,5860.799805,223
Opponent,13,in_play,Backhand,Flat,50.469387,224,0,0,deep,ad,near,-2.371122,5.218758,deep,ad,far,2.119141,24.615038,1.166992,cross court,In,false,20:26:18,5862.129883,223
Lenn Luemkemann,14,in_play,Backhand,Topspin,57.123917,224,0,0,deep,ad,far,3.806143,21.058718,deep,ad,near,-2.6875,0.623191,1.095703,cross court,In,false,20:26:19,5863.490234,223
Opponent,15,in_play,Backhand,Slice,41.184402,224,0,0,deep,deuce,near,0.384109,2.965435,out,ad,far,3.767578,26.271288,1.173828,down the line,In,false,20:26:21,5864.799805,223
Lenn Luemkemann,16,in_play,Forehand,Topspin,64.718117,224,0,0,deep,deuce,far,-2.287361,20.694695,out,ad,near,-0.697754,-0.853372,0.925781,inside in,In,false,20:26:22,5866.649902,223
Opponent,17,in_play,Forehand,Topspin,56.852951,224,0,0,deep,deuce,near,3.323787,3.560256,deep,deuce,far,-2.585938,24.443163,1.351562,cross court,In,false,20:26:24,5867.97998,223
Lenn Luemkemann,18,in_play,Forehand,Topspin,55.966827,224,0,0,deep,ad,far,1.891236,21.804554,out,deuce,near,3.845703,-1.462747,1.287109,down the line,In,false,20:26:25,5869.25,223
Opponent,19,in_play,Backhand,Topspin,54.106636,224,0,0,deep,ad,near,-2.550063,0.053883,deep,ad,far,1.022461,24.958788,1.109375,cross court,In,false,20:26:26,5870.609863,223
Lenn Luemkemann,20,in_play,Backhand,Flat,33.976982,224,0,0,short,ad,near,-0.457764,10.453125,out,ad,near,-2.347656,-2.056497,0.927246,cross court,Net,false,20:26:28,5871.850098,223
Lenn Luemkemann,1,first_serve,Serve,Flat,103.576897,226,0,0,short,deuce,far,-0.006033,18.024855,deep,ad,near,-0.942871,0.506687,2.400391,down the T,Out,false,20:27:17,5921.419922,225
Opponent,2,first_return,Forehand,Slice,40.840153,226,0,0,deep,deuce,far,-1.723633,19.015625,out,ad,far,0.42041,26.208788,1.025391,inside in,Net,false,20:27:18,5922.149902,225
Opponent,1,first_serve,Serve,Flat,129.747162,227,0,0,short,deuce,far,-3.202766,17.38316,deep,deuce,near,-0.205933,0.581877,2.335938,out wide,In,false,20:31:53,6197.22998,226
Lenn Luemkemann,2,first_return,Forehand,Flat,54.045792,227,0,0,deep,ad,near,-0.690524,5.297734,deep,deuce_alley,far,-4.726562,24.724413,1.432617,down the line,In,false,20:31:54,6197.959961,226
Opponent,3,serve_plus_one,Forehand,Topspin,63.539444,227,0,0,out,deuce_out,far,-5.834015,23.785378,deep,deuce,near,0.060394,-0.322122,0.961426,down the line,Out,false,20:31:55,6199.299805,226
Opponent,1,first_serve,Serve,Flat,107.655754,229,0,0,short,ad,far,0.510536,18.282429,deep,ad,near,-1.040039,1.037253,2.318359,down the T,In,false,20:32:18,6222.200195,228
Lenn Luemkemann,2,first_return,Forehand,Topspin,46.723461,229,0,0,deep,ad_out,near,-6.144971,4.185098,deep,ad,far,0.652832,24.708788,1.522461,inside in,Out,false,20:32:19,6222.899902,228
Opponent,1,first_serve,Serve,Kick,90.066864,230,0,0,short,deuce,far,-0.735931,18.275537,deep,deuce,near,0.622559,0.107566,2.544922,down the T,In,false,20:32:41,6245.660156,229
Lenn Luemkemann,2,first_return,Backhand,Slice,42.676151,230,0,0,short,ad,near,-3.432476,6.645366,deep,deuce,far,-1.291016,24.396288,1.048828,inside in,In,false,20:32:42,6246.259766,229
Opponent,3,serve_plus_one,Backhand,Topspin,69.821632,230,0,0,deep,ad,far,1.145427,20.625755,deep,ad,near,-3.751953,0.881003,0.978516,cross court,In,false,20:32:44,6247.959961,229
Lenn Luemkemann,4,return_plus_one,Backhand,Slice,63.894875,230,0,0,deep,deuce,near,0.436055,2.475035,deep,ad,far,2.060547,24.052538,0.860352,down the line,In,false,20:32:45,6249.160156,229
Opponent,5,in_play,Forehand,Topspin,51.003857,230,0,0,deep,ad,far,1.764351,19.902554,out,ad,near,-0.380127,-1.454934,0.927734,inside out,In,false,20:32:46,6250.160156,229
Lenn Luemkemann,6,in_play,Backhand,Topspin,50.799107,230,0,0,short,deuce,far,-0.935547,12.3125,deep,ad,far,1.776367,24.771288,1.078125,down the line,Net,false,20:32:47,6251.640137,229
Lenn Luemkemann,0,none,Volley,Flat,21.650688,231,0,0,short,ad,near,-3.416782,7.174875,short,deuce,far,-3.998047,19.318163,1.535156,down the line,In,false,20:32:52,6256.470215,230
Opponent,1,first_serve,Serve,Flat,119.208954,232,0,0,short,ad,far,3.728914,18.250336,deep,ad,near,-0.831543,-0.408059,2.458984,out wide,In,false,20:33:11,6275.200195,231
Lenn Luemkemann,2,first_return,Backhand,Slice,38.131969,232,0,0,deep,deuce,near,1.180439,1.606652,out,ad,far,4.089844,25.865038,2.101562,down the line,In,false,20:33:12,6275.899902,231
Opponent,3,serve_plus_one,Forehand,Topspin,72.350479,232,0,0,deep,deuce_alley,far,-4.153503,23.26543,out,ad,near,-0.148071,-0.658059,1.507812,inside in,Out,false,20:33:14,6278.100098,231
Lenn Luemkemann,4,return_plus_one,Forehand,Flat,31.238575,232,0,0,short,deuce_alley,far,-5.005365,15.515625,out,deuce,far,-3.832031,25.677538,1.835938,down the line,Net,false,20:33:15,6279.160156,231
Opponent,1,first_serve,Serve,Kick,101.40609,233,0,0,short,deuce,far,-2.681153,15.470074,deep,deuce,near,0.867676,-0.408059,2.517578,out wide,In,false,20:33:31,6295.700195,232
Lenn Luemkemann,2,first_return,Forehand,Topspin,68.616333,233,0,0,out,ad,near,-2.410156,-0.265625,deep,deuce_alley,far,-5.023438,24.865038,0.983887,down the line,Out,false,20:33:32,6296.359863,232
Lenn Luemkemann,1,first_serve,Serve,Flat,112.266602,234,0,0,short,deuce_alley,far,-4.123229,18.243654,deep,deuce,near,-0.392822,0.542167,2.357422,out wide,Out,false,20:34:36,6360.310059,233
Opponent,2,first_return,Forehand,Slice,43.401737,234,0,0,deep,ad,near,-1.962224,4.444766,out,deuce_out,far,-5.675781,25.802538,1.136719,down the line,In,false,20:34:37,6361.109863,233
Lenn Luemkemann,3,serve_plus_one,Backhand,Flat,60.821533,234,0,0,deep,ad,far,2.67534,18.334846,deep,ad,near,-1.626953,1.474753,0.964844,cross court,In,false,20:34:38,6362.580078,233
Opponent,4,return_plus_one,Backhand,Slice,28.745241,234,0,0,short,ad,far,0.415039,18.226231,out,ad,far,3.541016,25.490038,1.914062,cross court,Net,false,20:34:40,6363.899902,233
Lenn Luemkemann,1,first_serve,Serve,Flat,54.823338,236,0,0,short,deuce,near,0.54541,6.791255,deep,ad,near,-1.171875,0.099753,2.363281,down the T,Net,false,20:35:11,6395.430176,235
Lenn Luemkemann,1,second_serve,Serve,Kick,81.971336,237,0,0,short,ad,far,2.5673,16.019032,deep,ad,near,-1.214844,-0.275247,2.5625,out wide,In,false,20:35:26,6410.649902,236
Opponent,2,second_return,Backhand,Topspin,37.614117,237,0,0,deep,deuce_alley,near,4.928696,4.962529,out,ad,far,3.773438,26.411913,0.945312,down the line,Out,false,20:35:27,6411.649902,236
Lenn Luemkemann,1,first_serve,Serve,Flat,117.086929,238,0,0,deep,deuce,far,-1.589319,21.824549,deep,deuce,near,0.06543,0.217667,2.414062,down the T,Out,false,20:35:57,6441.330078,237
Opponent,2,first_return,Backhand,Topspin,39.100803,238,0,0,short,ad,near,-1.529291,6.247097,deep,deuce,far,-1.818359,24.333788,1.134766,inside in,In,false,20:35:58,6442.029785,237
